Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 2,097,152
  lm_head                 : 1,048,576
  transformer_matrices    : 786,560
  scalars                 : 8
  total                   : 4,980,872
Estimated FLOPs per token: 1.258368e+07
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.010471 | lrm: 1.00 | dt: 1321ms | tok/sec: 774 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.998067 | lrm: 1.00 | dt: 322ms | tok/sec: 3,175 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.988274 | lrm: 1.00 | dt: 230ms | tok/sec: 4,447 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.960670 | lrm: 1.00 | dt: 305ms | tok/sec: 3,359 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.954554 | lrm: 1.00 | dt: 211ms | tok/sec: 4,855 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.930305 | lrm: 1.00 | dt: 213ms | tok/sec: 4,799 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.912469 | lrm: 1.00 | dt: 215ms | tok/sec: 4,764 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.880452 | lrm: 1.00 | dt: 220ms | tok/sec: 4,647 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.846820 | lrm: 1.00 | dt: 215ms | tok/sec: 4,763 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.783105 | lrm: 1.00 | dt: 252ms | tok/sec: 4,067 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 8.657984 | lrm: 1.00 | dt: 227ms | tok/sec: 4,519 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 8.555706 | lrm: 1.00 | dt: 215ms | tok/sec: 4,758 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 8.449858 | lrm: 1.00 | dt: 224ms | tok/sec: 4,563 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 8.379375 | lrm: 1.00 | dt: 242ms | tok/sec: 4,228 | mfu: 0.0% | epoch: 1 | remaining: 299s    
step 01111 (84.3%) | loss: 5.604011 | lrm: 0.31 | dt: 202ms | tok/sec: 5,071 | mfu: 0.0% | epoch: 1 | remaining: 47s    
step 01112 (84.4%) | loss: 5.610064 | lrm: 0.31 | dt: 229ms | tok/sec: 4,481 | mfu: 0.0% | epoch: 1 | remaining: 47s    
step 01113 (84.5%) | loss: 5.634749 | lrm: 0.31 | dt: 224ms | tok/sec: 4,562 | mfu: 0.0% | epoch: 1 | remaining: 46s    
step 01114 (84.5%) | loss: 5.637126 | lrm: 0.31 | dt: 231ms | tok/sec: 4,430 | mfu: 0.0% | epoch: 1 | remaining: 46s    
step 01115 (84.6%) | loss: 5.617453 | lrm: 0.31 | dt: 229ms | tok/sec: 4,477 | mfu: 0.0% | epoch: 1 | remaining: 46s    
step 01116 (84.7%) | loss: 5.601192 | lrm: 0.31 | dt: 203ms | tok/sec: 5,050 | mfu: 0.0% | epoch: 1 | remaining: 46s    
step 01117 (84.7%) | loss: 5.606810 | lrm: 0.31 | dt: 206ms | tok/sec: 4,977 | mfu: 0.0% | epoch: 1 | remaining: 46s    
step 01118 (84.8%) | loss: 5.606377 | lrm: 0.30 | dt: 208ms | tok/sec: 4,934 | mfu: 0.0% | epoch: 1 | remaining: 45s    
step 01119 (84.9%) | loss: 5.591941 | lrm: 0.30 | dt: 224ms | tok/sec: 4,577 | mfu: 0.0% | epoch: 1 | remaining: 45s    
step 01120 (85.0%) | loss: 5.593495 | lrm: 0.30 | dt: 260ms | tok/sec: 3,932 | mfu: 0.0% | epoch: 1 | remaining: 45s    
step 01121 (85.0%) | loss: 5.601251 | lrm: 0.30 | dt: 249ms | tok/sec: 4,113 | mfu: 0.0% | epoch: 1 | remaining: 45s    
step 01122 (85.1%) | loss: 5.586879 | lrm: 0.30 | dt: 207ms | tok/sec: 4,951 | mfu: 0.0% | epoch: 1 | remaining: 44s    
step 01123 (85.2%) | loss: 5.554298 | lrm: 0.30 | dt: 206ms | tok/sec: 4,962 | mfu: 0.0% | epoch: 1 | remaining: 44s    
step 01124 (85.3%) | loss: 5.551128 | lrm: 0.29 | dt: 204ms | tok/sec: 5,029 | mfu: 0.0% | epoch: 1 | remaining: 44s    
step 01125 (85.3%) | loss: 5.562550 | lrm: 0.29 | dt: 228ms | tok/sec: 4,485 | mfu: 0.0% | epoch: 1 | remaining: 44s    
step 01126 (85.4%) | loss: 5.537743 | lrm: 0.29 | dt: 222ms | tok/sec: 4,622 | mfu: 0.0% | epoch: 1 | remaining: 44s    
step 01127 (85.5%) | loss: 5.556976 | lrm: 0.29 | dt: 249ms | tok/sec: 4,117 | mfu: 0.0% | epoch: 1 | remaining: 43s    
step 01128 (85.6%) | loss: 5.552818 | lrm: 0.29 | dt: 212ms | tok/sec: 4,822 | mfu: 0.0% | epoch: 1 | remaining: 43s    
step 01129 (85.6%) | loss: 5.614619 | lrm: 0.29 | dt: 208ms | tok/sec: 4,927 | mfu: 0.0% | epoch: 1 | remaining: 43s    
step 01130 (85.7%) | loss: 5.631010 | lrm: 0.29 | dt: 210ms | tok/sec: 4,880 | mfu: 0.0% | epoch: 1 | remaining: 43s    
step 01131 (85.8%) | loss: 5.654663 | lrm: 0.28 | dt: 253ms | tok/sec: 4,041 | mfu: 0.0% | epoch: 1 | remaining: 42s    
step 01132 (85.9%) | loss: 5.678948 | lrm: 0.28 | dt: 256ms | tok/sec: 4,006 | mfu: 0.0% | epoch: 1 | remaining: 42s    
step 01133 (85.9%) | loss: 5.688822 | lrm: 0.28 | dt: 301ms | tok/sec: 3,405 | mfu: 0.0% | epoch: 1 | remaining: 42s    
step 01134 (86.0%) | loss: 5.722378 | lrm: 0.28 | dt: 236ms | tok/sec: 4,346 | mfu: 0.0% | epoch: 1 | remaining: 42s    
step 01135 (86.1%) | loss: 5.696105 | lrm: 0.28 | dt: 229ms | tok/sec: 4,476 | mfu: 0.0% | epoch: 1 | remaining: 41s    
step 01136 (86.2%) | loss: 5.664928 | lrm: 0.28 | dt: 224ms | tok/sec: 4,561 | mfu: 0.0% | epoch: 1 | remaining: 41s    
step 01137 (86.3%) | loss: 5.647792 | lrm: 0.27 | dt: 193ms | tok/sec: 5,313 | mfu: 0.0% | epoch: 1 | remaining: 41s    
step 01138 (86.3%) | loss: 5.642972 | lrm: 0.27 | dt: 203ms | tok/sec: 5,040 | mfu: 0.0% | epoch: 1 | remaining: 41s    
step 01139 (86.4%) | loss: 5.633288 | lrm: 0.27 | dt: 197ms | tok/sec: 5,191 | mfu: 0.0% | epoch: 1 | remaining: 41s    
step 01140 (86.5%) | loss: 5.638591 | lrm: 0.27 | dt: 222ms | tok/sec: 4,608 | mfu: 0.0% | epoch: 1 | remaining: 40s    
step 01141 (86.5%) | loss: 5.661617 | lrm: 0.27 | dt: 207ms | tok/sec: 4,938 | mfu: 0.0% | epoch: 1 | remaining: 40s    
step 01142 (86.6%) | loss: 5.667711 | lrm: 0.27 | dt: 193ms | tok/sec: 5,293 | mfu: 0.0% | epoch: 1 | remaining: 40s    
step 01143 (86.7%) | loss: 5.660898 | lrm: 0.27 | dt: 217ms | tok/sec: 4,727 | mfu: 0.0% | epoch: 1 | remaining: 40s    
step 01144 (86.8%) | loss: 5.653948 | lrm: 0.26 | dt: 218ms | tok/sec: 4,701 | mfu: 0.0% | epoch: 1 | remaining: 40s    
step 01145 (86.8%) | loss: 5.643694 | lrm: 0.26 | dt: 199ms | tok/sec: 5,144 | mfu: 0.0% | epoch: 1 | remaining: 39s    
step 01146 (86.9%) | loss: 5.656426 | lrm: 0.26 | dt: 208ms | tok/sec: 4,927 | mfu: 0.0% | epoch: 1 | remaining: 39s    
step 01147 (87.0%) | loss: 5.621754 | lrm: 0.26 | dt: 224ms | tok/sec: 4,573 | mfu: 0.0% | epoch: 1 | remaining: 39s    
step 01148 (87.0%) | loss: 5.635649 | lrm: 0.26 | dt: 202ms | tok/sec: 5,067 | mfu: 0.0% | epoch: 1 | remaining: 39s    
step 01149 (87.1%) | loss: 5.612121 | lrm: 0.26 | dt: 221ms | tok/sec: 4,631 | mfu: 0.0% | epoch: 1 | remaining: 38s    
step 01150 (87.2%) | loss: 5.594227 | lrm: 0.26 | dt: 204ms | tok/sec: 5,014 | mfu: 0.0% | epoch: 1 | remaining: 38s    
step 01151 (87.2%) | loss: 5.608042 | lrm: 0.26 | dt: 200ms | tok/sec: 5,127 | mfu: 0.0% | epoch: 1 | remaining: 38s    
step 01152 (87.3%) | loss: 5.634900 | lrm: 0.25 | dt: 191ms | tok/sec: 5,355 | mfu: 0.0% | epoch: 1 | remaining: 38s    
step 01153 (87.4%) | loss: 5.650394 | lrm: 0.25 | dt: 196ms | tok/sec: 5,233 | mfu: 0.0% | epoch: 1 | remaining: 38s    
step 01154 (87.4%) | loss: 5.618887 | lrm: 0.25 | dt: 201ms | tok/sec: 5,088 | mfu: 0.0% | epoch: 1 | remaining: 37s    
step 01155 (87.5%) | loss: 5.642916 | lrm: 0.25 | dt: 226ms | tok/sec: 4,528 | mfu: 0.0% | epoch: 1 | remaining: 37s    
step 01156 (87.6%) | loss: 5.681394 | lrm: 0.25 | dt: 195ms | tok/sec: 5,239 | mfu: 0.0% | epoch: 1 | remaining: 37s    
step 01157 (87.7%) | loss: 5.756551 | lrm: 0.25 | dt: 203ms | tok/sec: 5,039 | mfu: 0.0% | epoch: 1 | remaining: 37s    
step 01158 (87.7%) | loss: 5.763189 | lrm: 0.25 | dt: 195ms | tok/sec: 5,245 | mfu: 0.0% | epoch: 1 | remaining: 37s    
step 01159 (87.8%) | loss: 5.727955 | lrm: 0.24 | dt: 187ms | tok/sec: 5,479 | mfu: 0.0% | epoch: 1 | remaining: 36s    
step 01160 (87.8%) | loss: 5.771013 | lrm: 0.24 | dt: 200ms | tok/sec: 5,119 | mfu: 0.0% | epoch: 1 | remaining: 36s    
step 01161 (87.9%) | loss: 5.725173 | lrm: 0.24 | dt: 188ms | tok/sec: 5,445 | mfu: 0.0% | epoch: 1 | remaining: 36s    
step 01162 (88.0%) | loss: 5.721422 | lrm: 0.24 | dt: 274ms | tok/sec: 3,733 | mfu: 0.0% | epoch: 1 | remaining: 36s    
step 01163 (88.1%) | loss: 5.686859 | lrm: 0.24 | dt: 225ms | tok/sec: 4,551 | mfu: 0.0% | epoch: 1 | remaining: 36s    
step 01164 (88.1%) | loss: 5.717105 | lrm: 0.24 | dt: 237ms | tok/sec: 4,320 | mfu: 0.0% | epoch: 1 | remaining: 35s    
step 01165 (88.2%) | loss: 5.717493 | lrm: 0.24 | dt: 221ms | tok/sec: 4,641 | mfu: 0.0% | epoch: 1 | remaining: 35s    
step 01166 (88.3%) | loss: 5.743145 | lrm: 0.23 | dt: 220ms | tok/sec: 4,646 | mfu: 0.0% | epoch: 1 | remaining: 35s    
step 01167 (88.4%) | loss: 5.738763 | lrm: 0.23 | dt: 241ms | tok/sec: 4,254 | mfu: 0.0% | epoch: 1 | remaining: 35s    
step 01168 (88.4%) | loss: 5.747268 | lrm: 0.23 | dt: 229ms | tok/sec: 4,477 | mfu: 0.0% | epoch: 1 | remaining: 34s    
step 01169 (88.5%) | loss: 5.731600 | lrm: 0.23 | dt: 229ms | tok/sec: 4,472 | mfu: 0.0% | epoch: 1 | remaining: 34s    
step 01170 (88.6%) | loss: 5.700040 | lrm: 0.23 | dt: 215ms | tok/sec: 4,756 | mfu: 0.0% | epoch: 1 | remaining: 34s    
step 01171 (88.7%) | loss: 5.710157 | lrm: 0.23 | dt: 213ms | tok/sec: 4,808 | mfu: 0.0% | epoch: 1 | remaining: 34s    
step 01172 (88.7%) | loss: 5.746204 | lrm: 0.23 | dt: 231ms | tok/sec: 4,438 | mfu: 0.0% | epoch: 1 | remaining: 34s    
step 01173 (88.8%) | loss: 5.791611 | lrm: 0.22 | dt: 224ms | tok/sec: 4,562 | mfu: 0.0% | epoch: 1 | remaining: 33s    
step 01174 (88.9%) | loss: 5.783242 | lrm: 0.22 | dt: 239ms | tok/sec: 4,276 | mfu: 0.0% | epoch: 1 | remaining: 33s    
step 01175 (89.0%) | loss: 5.776317 | lrm: 0.22 | dt: 247ms | tok/sec: 4,154 | mfu: 0.0% | epoch: 1 | remaining: 33s    
step 01176 (89.1%) | loss: 5.808610 | lrm: 0.22 | dt: 246ms | tok/sec: 4,159 | mfu: 0.0% | epoch: 1 | remaining: 33s    
step 01177 (89.1%) | loss: 5.877278 | lrm: 0.22 | dt: 243ms | tok/sec: 4,212 | mfu: 0.0% | epoch: 1 | remaining: 32s    
step 01178 (89.2%) | loss: 5.867913 | lrm: 0.22 | dt: 274ms | tok/sec: 3,730 | mfu: 0.0% | epoch: 1 | remaining: 32s    
step 01179 (89.3%) | loss: 5.845735 | lrm: 0.21 | dt: 246ms | tok/sec: 4,164 | mfu: 0.0% | epoch: 1 | remaining: 32s    
step 01180 (89.4%) | loss: 5.775959 | lrm: 0.21 | dt: 219ms | tok/sec: 4,671 | mfu: 0.0% | epoch: 1 | remaining: 32s    
step 01181 (89.5%) | loss: 5.749492 | lrm: 0.21 | dt: 207ms | tok/sec: 4,939 | mfu: 0.0% | epoch: 1 | remaining: 31s    
step 01182 (89.5%) | loss: 5.741497 | lrm: 0.21 | dt: 218ms | tok/sec: 4,704 | mfu: 0.0% | epoch: 1 | remaining: 31s    
step 01183 (89.6%) | loss: 5.719845 | lrm: 0.21 | dt: 216ms | tok/sec: 4,734 | mfu: 0.0% | epoch: 1 | remaining: 31s    
step 01184 (89.7%) | loss: 5.715302 | lrm: 0.21 | dt: 203ms | tok/sec: 5,032 | mfu: 0.0% | epoch: 1 | remaining: 31s    
step 01185 (89.7%) | loss: 5.691250 | lrm: 0.21 | dt: 211ms | tok/sec: 4,863 | mfu: 0.0% | epoch: 1 | remaining: 31s    
step 01186 (89.8%) | loss: 5.670529 | lrm: 0.20 | dt: 208ms | tok/sec: 4,932 | mfu: 0.0% | epoch: 1 | remaining: 30s    
step 01187 (89.9%) | loss: 5.649054 | lrm: 0.20 | dt: 211ms | tok/sec: 4,854 | mfu: 0.0% | epoch: 1 | remaining: 30s    
step 01188 (90.0%) | loss: 5.642384 | lrm: 0.20 | dt: 210ms | tok/sec: 4,872 | mfu: 0.0% | epoch: 1 | remaining: 30s    
step 01189 (90.0%) | loss: 5.618604 | lrm: 0.20 | dt: 203ms | tok/sec: 5,041 | mfu: 0.0% | epoch: 1 | remaining: 30s    
step 01190 (90.1%) | loss: 5.621909 | lrm: 0.20 | dt: 226ms | tok/sec: 4,530 | mfu: 0.0% | epoch: 1 | remaining: 29s    
step 01191 (90.2%) | loss: 5.628323 | lrm: 0.20 | dt: 258ms | tok/sec: 3,965 | mfu: 0.0% | epoch: 1 | remaining: 29s    
step 01192 (90.3%) | loss: 5.584741 | lrm: 0.19 | dt: 225ms | tok/sec: 4,543 | mfu: 0.0% | epoch: 1 | remaining: 29s    
step 01193 (90.3%) | loss: 5.601932 | lrm: 0.19 | dt: 215ms | tok/sec: 4,755 | mfu: 0.0% | epoch: 1 | remaining: 29s    
step 01194 (90.4%) | loss: 5.640353 | lrm: 0.19 | dt: 198ms | tok/sec: 5,183 | mfu: 0.0% | epoch: 1 | remaining: 29s    
step 01195 (90.5%) | loss: 5.640910 | lrm: 0.19 | dt: 240ms | tok/sec: 4,263 | mfu: 0.0% | epoch: 1 | remaining: 28s    
step 01196 (90.5%) | loss: 5.664836 | lrm: 0.19 | dt: 242ms | tok/sec: 4,226 | mfu: 0.0% | epoch: 1 | remaining: 28s    
step 01197 (90.6%) | loss: 5.652801 | lrm: 0.19 | dt: 238ms | tok/sec: 4,295 | mfu: 0.0% | epoch: 1 | remaining: 28s    
step 01198 (90.7%) | loss: 5.662153 | lrm: 0.19 | dt: 271ms | tok/sec: 3,776 | mfu: 0.0% | epoch: 1 | remaining: 28s    
step 01199 (90.8%) | loss: 5.665347 | lrm: 0.18 | dt: 225ms | tok/sec: 4,546 | mfu: 0.0% | epoch: 1 | remaining: 27s    
step 01200 (90.9%) | loss: 5.653931 | lrm: 0.18 | dt: 230ms | tok/sec: 4,453 | mfu: 0.0% | epoch: 1 | remaining: 27s    
step 01201 (91.0%) | loss: 5.654466 | lrm: 0.18 | dt: 221ms | tok/sec: 4,643 | mfu: 0.0% | epoch: 1 | remaining: 27s    
step 01202 (91.0%) | loss: 5.650000 | lrm: 0.18 | dt: 218ms | tok/sec: 4,696 | mfu: 0.0% | epoch: 1 | remaining: 27s    
step 01203 (91.1%) | loss: 5.631287 | lrm: 0.18 | dt: 237ms | tok/sec: 4,319 | mfu: 0.0% | epoch: 1 | remaining: 26s    
step 01204 (91.2%) | loss: 5.594147 | lrm: 0.18 | dt: 255ms | tok/sec: 4,016 | mfu: 0.0% | epoch: 1 | remaining: 26s    
step 01205 (91.3%) | loss: 5.571012 | lrm: 0.17 | dt: 228ms | tok/sec: 4,497 | mfu: 0.0% | epoch: 1 | remaining: 26s    
step 01206 (91.3%) | loss: 5.608257 | lrm: 0.17 | dt: 217ms | tok/sec: 4,722 | mfu: 0.0% | epoch: 1 | remaining: 26s    
step 01207 (91.4%) | loss: 5.603278 | lrm: 0.17 | dt: 232ms | tok/sec: 4,408 | mfu: 0.0% | epoch: 1 | remaining: 26s    
step 01208 (91.5%) | loss: 5.651038 | lrm: 0.17 | dt: 216ms | tok/sec: 4,743 | mfu: 0.0% | epoch: 1 | remaining: 25s    
step 01209 (91.6%) | loss: 5.568447 | lrm: 0.17 | dt: 224ms | tok/sec: 4,572 | mfu: 0.0% | epoch: 1 | remaining: 25s    
step 01210 (91.6%) | loss: 5.545288 | lrm: 0.17 | dt: 220ms | tok/sec: 4,662 | mfu: 0.0% | epoch: 1 | remaining: 25s    
step 01211 (91.7%) | loss: 5.506138 | lrm: 0.17 | dt: 259ms | tok/sec: 3,959 | mfu: 0.0% | epoch: 1 | remaining: 25s    
step 01212 (91.8%) | loss: 5.515166 | lrm: 0.16 | dt: 253ms | tok/sec: 4,047 | mfu: 0.0% | epoch: 1 | remaining: 24s    
step 01213 (91.9%) | loss: 5.529434 | lrm: 0.16 | dt: 217ms | tok/sec: 4,710 | mfu: 0.0% | epoch: 1 | remaining: 24s    
step 01214 (91.9%) | loss: 5.546168 | lrm: 0.16 | dt: 224ms | tok/sec: 4,578 | mfu: 0.0% | epoch: 1 | remaining: 24s    
step 01215 (92.0%) | loss: 5.541643 | lrm: 0.16 | dt: 231ms | tok/sec: 4,438 | mfu: 0.0% | epoch: 1 | remaining: 24s    
step 01216 (92.1%) | loss: 5.533386 | lrm: 0.16 | dt: 239ms | tok/sec: 4,281 | mfu: 0.0% | epoch: 1 | remaining: 23s    
step 01217 (92.2%) | loss: 5.554117 | lrm: 0.16 | dt: 210ms | tok/sec: 4,875 | mfu: 0.0% | epoch: 1 | remaining: 23s    
step 01218 (92.3%) | loss: 5.556631 | lrm: 0.15 | dt: 223ms | tok/sec: 4,586 | mfu: 0.0% | epoch: 1 | remaining: 23s    
step 01219 (92.3%) | loss: 5.614635 | lrm: 0.15 | dt: 226ms | tok/sec: 4,521 | mfu: 0.0% | epoch: 1 | remaining: 23s    
step 01220 (92.4%) | loss: 5.599583 | lrm: 0.15 | dt: 236ms | tok/sec: 4,345 | mfu: 0.0% | epoch: 1 | remaining: 23s    
step 01221 (92.5%) | loss: 5.622149 | lrm: 0.15 | dt: 208ms | tok/sec: 4,928 | mfu: 0.0% | epoch: 1 | remaining: 22s    
step 01222 (92.5%) | loss: 5.622303 | lrm: 0.15 | dt: 213ms | tok/sec: 4,807 | mfu: 0.0% | epoch: 1 | remaining: 22s    
step 01223 (92.6%) | loss: 5.663548 | lrm: 0.15 | dt: 209ms | tok/sec: 4,894 | mfu: 0.0% | epoch: 1 | remaining: 22s    
step 01224 (92.7%) | loss: 5.654037 | lrm: 0.15 | dt: 233ms | tok/sec: 4,400 | mfu: 0.0% | epoch: 1 | remaining: 22s    
step 01225 (92.8%) | loss: 5.645057 | lrm: 0.14 | dt: 211ms | tok/sec: 4,857 | mfu: 0.0% | epoch: 1 | remaining: 21s    
step 01226 (92.8%) | loss: 5.653444 | lrm: 0.14 | dt: 223ms | tok/sec: 4,584 | mfu: 0.0% | epoch: 1 | remaining: 21s    
step 01227 (92.9%) | loss: 5.601982 | lrm: 0.14 | dt: 218ms | tok/sec: 4,694 | mfu: 0.0% | epoch: 1 | remaining: 21s    
step 01228 (93.0%) | loss: 5.623796 | lrm: 0.14 | dt: 248ms | tok/sec: 4,130 | mfu: 0.0% | epoch: 1 | remaining: 21s    
step 01229 (93.1%) | loss: 5.609154 | lrm: 0.14 | dt: 278ms | tok/sec: 3,686 | mfu: 0.0% | epoch: 1 | remaining: 21s    
step 01230 (93.2%) | loss: 5.631744 | lrm: 0.14 | dt: 228ms | tok/sec: 4,493 | mfu: 0.0% | epoch: 1 | remaining: 20s    
step 01231 (93.2%) | loss: 5.627003 | lrm: 0.14 | dt: 245ms | tok/sec: 4,174 | mfu: 0.0% | epoch: 1 | remaining: 20s    
step 01232 (93.3%) | loss: 5.555764 | lrm: 0.13 | dt: 248ms | tok/sec: 4,121 | mfu: 0.0% | epoch: 1 | remaining: 20s    
step 01233 (93.4%) | loss: 5.579324 | lrm: 0.13 | dt: 203ms | tok/sec: 5,038 | mfu: 0.0% | epoch: 1 | remaining: 20s    
step 01234 (93.5%) | loss: 5.603751 | lrm: 0.13 | dt: 232ms | tok/sec: 4,415 | mfu: 0.0% | epoch: 1 | remaining: 19s    
step 01235 (93.5%) | loss: 5.650615 | lrm: 0.13 | dt: 255ms | tok/sec: 4,020 | mfu: 0.0% | epoch: 1 | remaining: 19s    
step 01236 (93.6%) | loss: 5.621757 | lrm: 0.13 | dt: 251ms | tok/sec: 4,085 | mfu: 0.0% | epoch: 1 | remaining: 19s    
step 01237 (93.7%) | loss: 5.615108 | lrm: 0.13 | dt: 238ms | tok/sec: 4,302 | mfu: 0.0% | epoch: 1 | remaining: 19s    
step 01238 (93.8%) | loss: 5.625719 | lrm: 0.12 | dt: 262ms | tok/sec: 3,912 | mfu: 0.0% | epoch: 1 | remaining: 18s    
step 01239 (93.9%) | loss: 5.614907 | lrm: 0.12 | dt: 272ms | tok/sec: 3,769 | mfu: 0.0% | epoch: 1 | remaining: 18s    
step 01240 (94.0%) | loss: 5.625292 | lrm: 0.12 | dt: 214ms | tok/sec: 4,790 | mfu: 0.0% | epoch: 1 | remaining: 18s    
step 01241 (94.0%) | loss: 5.625848 | lrm: 0.12 | dt: 236ms | tok/sec: 4,331 | mfu: 0.0% | epoch: 1 | remaining: 18s    
step 01242 (94.1%) | loss: 5.634411 | lrm: 0.12 | dt: 237ms | tok/sec: 4,322 | mfu: 0.0% | epoch: 1 | remaining: 17s    
step 01243 (94.2%) | loss: 5.680770 | lrm: 0.12 | dt: 248ms | tok/sec: 4,123 | mfu: 0.0% | epoch: 1 | remaining: 17s    
step 01244 (94.3%) | loss: 5.684181 | lrm: 0.11 | dt: 241ms | tok/sec: 4,253 | mfu: 0.0% | epoch: 1 | remaining: 17s    
step 01245 (94.4%) | loss: 5.667586 | lrm: 0.11 | dt: 243ms | tok/sec: 4,208 | mfu: 0.0% | epoch: 1 | remaining: 17s    
step 01246 (94.4%) | loss: 5.734060 | lrm: 0.11 | dt: 212ms | tok/sec: 4,822 | mfu: 0.0% | epoch: 1 | remaining: 16s    
step 01247 (94.5%) | loss: 5.690780 | lrm: 0.11 | dt: 210ms | tok/sec: 4,878 | mfu: 0.0% | epoch: 1 | remaining: 16s    
step 01248 (94.6%) | loss: 5.670637 | lrm: 0.11 | dt: 272ms | tok/sec: 3,762 | mfu: 0.0% | epoch: 1 | remaining: 16s    
step 01249 (94.7%) | loss: 5.645918 | lrm: 0.11 | dt: 212ms | tok/sec: 4,835 | mfu: 0.0% | epoch: 1 | remaining: 16s    
step 01250 (94.7%) | loss: 5.641497 | lrm: 0.11 | dt: 204ms | tok/sec: 5,007 | mfu: 0.0% | epoch: 1 | remaining: 16s    
step 01251 (94.8%) | loss: 5.640106 | lrm: 0.10 | dt: 231ms | tok/sec: 4,434 | mfu: 0.0% | epoch: 1 | remaining: 15s    
step 01252 (94.9%) | loss: 5.646317 | lrm: 0.10 | dt: 226ms | tok/sec: 4,532 | mfu: 0.0% | epoch: 1 | remaining: 15s    
step 01253 (95.0%) | loss: 5.664114 | lrm: 0.10 | dt: 205ms | tok/sec: 4,985 | mfu: 0.0% | epoch: 1 | remaining: 15s    
step 01254 (95.0%) | loss: 5.656735 | lrm: 0.10 | dt: 225ms | tok/sec: 4,559 | mfu: 0.0% | epoch: 1 | remaining: 15s    
step 01255 (95.1%) | loss: 5.644071 | lrm: 0.10 | dt: 247ms | tok/sec: 4,151 | mfu: 0.0% | epoch: 1 | remaining: 14s    
step 01256 (95.2%) | loss: 5.659370 | lrm: 0.10 | dt: 226ms | tok/sec: 4,537 | mfu: 0.0% | epoch: 1 | remaining: 14s    
step 01257 (95.3%) | loss: 5.614980 | lrm: 0.09 | dt: 251ms | tok/sec: 4,085 | mfu: 0.0% | epoch: 1 | remaining: 14s    
step 01258 (95.4%) | loss: 5.652561 | lrm: 0.09 | dt: 210ms | tok/sec: 4,887 | mfu: 0.0% | epoch: 1 | remaining: 14s    
step 01259 (95.4%) | loss: 5.658675 | lrm: 0.09 | dt: 234ms | tok/sec: 4,382 | mfu: 0.0% | epoch: 1 | remaining: 14s    
step 01260 (95.5%) | loss: 5.678957 | lrm: 0.09 | dt: 209ms | tok/sec: 4,891 | mfu: 0.0% | epoch: 1 | remaining: 13s    
step 01261 (95.6%) | loss: 5.637672 | lrm: 0.09 | dt: 212ms | tok/sec: 4,841 | mfu: 0.0% | epoch: 1 | remaining: 13s    
step 01262 (95.6%) | loss: 5.564228 | lrm: 0.09 | dt: 213ms | tok/sec: 4,815 | mfu: 0.0% | epoch: 1 | remaining: 13s    
step 01263 (95.7%) | loss: 5.577621 | lrm: 0.09 | dt: 211ms | tok/sec: 4,857 | mfu: 0.0% | epoch: 1 | remaining: 13s    
step 01264 (95.8%) | loss: 5.546905 | lrm: 0.08 | dt: 223ms | tok/sec: 4,583 | mfu: 0.0% | epoch: 1 | remaining: 12s    
step 01265 (95.9%) | loss: 5.575830 | lrm: 0.08 | dt: 210ms | tok/sec: 4,866 | mfu: 0.0% | epoch: 1 | remaining: 12s    
step 01266 (95.9%) | loss: 5.526102 | lrm: 0.08 | dt: 212ms | tok/sec: 4,837 | mfu: 0.0% | epoch: 1 | remaining: 12s    
step 01267 (96.0%) | loss: 5.539400 | lrm: 0.08 | dt: 213ms | tok/sec: 4,812 | mfu: 0.0% | epoch: 1 | remaining: 12s    
step 01268 (96.1%) | loss: 5.583049 | lrm: 0.08 | dt: 217ms | tok/sec: 4,724 | mfu: 0.0% | epoch: 1 | remaining: 12s    
step 01269 (96.1%) | loss: 5.554286 | lrm: 0.08 | dt: 229ms | tok/sec: 4,462 | mfu: 0.0% | epoch: 1 | remaining: 11s    
